KPI_SK,KPI_DATAELEMENT_SK,KPI_NAME,KPI_DESC,KPI_DATAELEMENT_NAME,KPI_GROUP,KPI_LEVEL,NUMERIC_VALUE,UOM,PERIOD,START_DATE,END_DATE,TARGET_VALUE,TRENDING_DIRECTION,PRIORITY_OUTCOME,PRIORITY_OUTCOME_DESC,PRIORITY_NAME,PRIORITY_AREA_NAME,PRIORITY_AREA_DESC
70,2544,Total value of construction in the Municipality ($ millions),Total value of construction in the Municipality (Municipal data),Current Total value of construction in the Municipality ($ millions),C,1,1118.43,$ millions,2019,1/4/2019,31/03/2020,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
71,2546,Regional Centre value of construction  ($ millions),Regional Centre value of construction  (Municipal data),Current Regional Centre value of construction  ($ millions),C,2,193.21,$ millions,2016,1/4/2016,31/03/2017,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
71,2546,Regional Centre value of construction  ($ millions),Regional Centre value of construction  (Municipal data),Current Regional Centre value of construction  ($ millions),C,2,251.3,$ millions,2018,1/4/2018,31/03/2019,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
71,2546,Regional Centre value of construction  ($ millions),Regional Centre value of construction  (Municipal data),Current Regional Centre value of construction  ($ millions),C,2,267.74,$ millions,2020,1/4/2020,31/03/2021,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
71,2546,Regional Centre value of construction  ($ millions),Regional Centre value of construction  (Municipal data),Current Regional Centre value of construction  ($ millions),C,2,366.4,$ millions,2019,1/4/2019,31/03/2020,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
71,2546,Regional Centre value of construction  ($ millions),Regional Centre value of construction  (Municipal data),Current Regional Centre value of construction  ($ millions),C,2,423.61,$ millions,2017,1/4/2017,31/03/2018,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
72,2548,Suburban value of construction  ($ millions),Suburban value of construction  (Municipal data),Current Suburban value of construction  ($ millions),C,2,365.09,$ millions,2016,1/4/2016,31/03/2017,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
72,2548,Suburban value of construction  ($ millions),Suburban value of construction  (Municipal data),Current Suburban value of construction  ($ millions),C,2,399.22,$ millions,2017,1/4/2017,31/03/2018,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
72,2548,Suburban value of construction  ($ millions),Suburban value of construction  (Municipal data),Current Suburban value of construction  ($ millions),C,2,462.5,$ millions,2018,1/4/2018,31/03/2019,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
72,2548,Suburban value of construction  ($ millions),Suburban value of construction  (Municipal data),Current Suburban value of construction  ($ millions),C,2,487.8,$ millions,2020,1/4/2020,31/03/2021,,UP,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
